assembly_accession;bioproject;biosample;wgs_master;excluded_from_refseq;refseq_category;relation_to_type_material;taxid;species_taxid;organism_name;infraspecific_name;isolate;version_status;assembly_level;release_type;genome_rep;seq_rel_date;asm_name;submitter;gbrs_paired_asm;paired_asm_comp;ftp_path;filename;Completeness;;Contamination;directory;contigs_file;proteins_file;genes_file;Size;GC;New_Genus;New_Species;Strain;TypeSpecies
GCA_002171075.2;PRJNA385857;SAMN06972009;NHHE00000000.2;derived from metagenome;na;;1986592;1986592;Synechococcus sp. TMED155;;TMED155;latest;Contig;Major;Full;2018/11/25;ASM217107v2;University of Southern California;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/171/075/GCA_002171075.2_ASM217107v2;GCA_002171075.2_ASM217107v2;73.05;;1.16;/home/vini/data/prosyn/./genbank/bacteria/GCA_002171075.2;/home/vini/data/prosyn/processing/genomic_fna/GCA_002171075.2_ASM217107v2_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002171075.2_ASM217107v2_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002171075.2_ASM217107v2_genomic_prodigal_genes.fna;1.6949299999999998;0.6184479595027523;Inmanicoccus;sp.;TMED155;no
GCA_002172175.1;PRJNA385857;SAMN06972023;NHHS00000000.1;derived from metagenome;na;;1986593;1986593;Synechococcus sp. TMED169;;TMED169;latest;Contig;Major;Full;2017/06/05;ASM217217v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/172/175/GCA_002172175.1_ASM217217v1;GCA_002172175.1_ASM217217v1;62.32;;5.71;/home/vini/data/prosyn/./genbank/bacteria/GCA_002172175.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002172175.1_ASM217217v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002172175.1_ASM217217v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002172175.1_ASM217217v1_genomic_prodigal_genes.fna;1.5212450000000002;0.5788975477322851;Inmanicoccus;sp.;TMED169;no
GCA_002172045.1;PRJNA385857;SAMN06972039;NHII00000000.1;derived from metagenome;na;;1986594;1986594;Synechococcus sp. TMED185;;TMED185;latest;Contig;Major;Full;2017/06/05;ASM217204v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/172/045/GCA_002172045.1_ASM217204v1;GCA_002172045.1_ASM217204v1;60.19;;5.3;/home/vini/data/prosyn/./genbank/bacteria/GCA_002172045.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002172045.1_ASM217204v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002172045.1_ASM217204v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002172045.1_ASM217204v1_genomic_prodigal_genes.fna;1.424566;0.6112191362141172;Inmanicoccus;mediterranei;TMED185;no
GCA_002168155.1;PRJNA385857;SAMN06971873;NHBY00000000.1;derived from metagenome;na;;1986596;1986596;Synechococcus sp. TMED19;;TMED19;latest;Contig;Major;Full;2017/06/05;ASM216815v1;Tara Oceans Consortium;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/168/155/GCA_002168155.1_ASM216815v1;GCA_002168155.1_ASM216815v1;93.3;;4.33;/home/vini/data/prosyn/./genbank/bacteria/GCA_002168155.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002168155.1_ASM216815v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002168155.1_ASM216815v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002168155.1_ASM216815v1_genomic_prodigal_genes.fna;2.074877;0.6012847990507391;Inmanicoccus;sp.;TMED19;no
GCA_003331225.1;PRJNA352798;SAMN08905481;QOPP00000000.1;derived from metagenome;na;;2267256;2267256;Synechococcus sp. MED-G71;;MED-G71;latest;Contig;Major;Full;2018/07/20;ASM333122v1;Universidad Miguel Hernandez;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/331/225/GCA_003331225.1_ASM333122v1;GCA_003331225.1_ASM333122v1;88.18;;0.41;/home/vini/data/prosyn/./genbank/bacteria/GCA_003331225.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003331225.1_ASM333122v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003331225.1_ASM333122v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003331225.1_ASM333122v1_genomic_prodigal_genes.fna;1.833828;0.6314796153183395;Inmanicoccus;sp.;MED-G71;no
GCA_003331795.1;PRJNA352798;SAMN08905477;QOPT00000000.1;derived from metagenome;na;;2267260;2267260;Synechococcus sp. MED-G67;;MED-G67;latest;Contig;Major;Full;2018/07/20;ASM333179v1;Universidad Miguel Hernandez;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/331/795/GCA_003331795.1_ASM333179v1;GCA_003331795.1_ASM333179v1;81.52;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_003331795.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003331795.1_ASM333179v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003331795.1_ASM333179v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003331795.1_ASM333179v1_genomic_prodigal_genes.fna;1.679931;0.616862835437884;Inmanicoccus;mediterranei;MED-G67;no
GCA_000019485.1;PRJNA28247;SAMN01081740;;;na;;32049;32049;Synechococcus sp. PCC 7002;"strain=PCC 7002; ATCC 27264";;latest;Complete Genome;Major;Full;2008/03/14;ASM1948v1;Penn State University;GCF_000019485.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/485/GCA_000019485.1_ASM1948v1;GCA_000019485.1_ASM1948v1;100.0;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_000019485.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000019485.1_ASM1948v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000019485.1_ASM1948v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000019485.1_ASM1948v1_genomic_prodigal_genes.fna;3.409935;0.49187037289567104;Enugrolinea;euryhalinus;PCC 7002;yes
GCA_001693295.1;PRJNA308952;SAMN04422305;;;na;;195248;195248;Synechococcus sp. PCC 8807;strain=PCC 8807;;latest;Complete Genome;Major;Full;2016/07/25;ASM169329v1;Pennsylvania State University;GCF_001693295.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/295/GCA_001693295.1_ASM169329v1;GCA_001693295.1_ASM169329v1;100.0;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_001693295.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_001693295.1_ASM169329v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_001693295.1_ASM169329v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_001693295.1_ASM169329v1_genomic_prodigal_genes.fna;3.304088;0.493706281430761;Enugrolinea;euryhalinus;PCC 8807;no
GCA_001693275.1;PRJNA308952;SAMN04422303;;;na;;195498;195498;Synechococcus sp. PCC 7117;strain=PCC 7117;;latest;Complete Genome;Major;Full;2016/07/25;ASM169327v1;Pennsylvania State University;GCF_001693275.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/275/GCA_001693275.1_ASM169327v1;GCA_001693275.1_ASM169327v1;100.0;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_001693275.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_001693275.1_ASM169327v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_001693275.1_ASM169327v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_001693275.1_ASM169327v1_genomic_prodigal_genes.fna;3.4321010000000003;0.4912635146809491;Enugrolinea;euryhalinus;PCC 7117;no
GCA_001693255.1;PRJNA308952;SAMN04422302;;;na;;374981;374981;Synechococcus sp. PCC 7003;strain=PCC 7003;;latest;Complete Genome;Major;Full;2016/07/25;ASM169325v1;Pennsylvania State University;GCF_001693255.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/255/GCA_001693255.1_ASM169325v1;GCA_001693255.1_ASM169325v1;100.0;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_001693255.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_001693255.1_ASM169325v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_001693255.1_ASM169325v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_001693255.1_ASM169325v1_genomic_prodigal_genes.fna;3.345085;0.4926149858673248;Enugrolinea;sp.;PCC 7003;no
GCA_001521855.1;PRJNA308952;SAMN04422304;;;na;;374982;374982;Synechococcus sp. PCC 73109;strain=PCC 73109;;latest;Complete Genome;Major;Full;2016/01/21;ASM152185v1;Pennsylvania State University;GCF_001521855.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/521/855/GCA_001521855.1_ASM152185v1;GCA_001521855.1_ASM152185v1;99.73;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_001521855.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_001521855.1_ASM152185v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_001521855.1_ASM152185v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_001521855.1_ASM152185v1_genomic_prodigal_genes.fna;3.2986760000000004;0.4934461583980967;Enugrolinea;euryhalinus;PCC 73109;no
GCA_000715475.1;PRJDB1723;SAMD00000348;BAWS00000000.1;;na;;490193;490193;Synechococcus sp. NKBG042902;strain=NKBG042902;;latest;Contig;Major;Full;2014/06/27;ASM71547v1;Tokyo University Agriculuture and Technology;GCF_000715475.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/475/GCA_000715475.1_ASM71547v1;GCA_000715475.1_ASM71547v1;99.46;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_000715475.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000715475.1_ASM71547v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000715475.1_ASM71547v1_genomic_prodigal_genes.fna;3.3194790000000003;0.4935494395355416;Enugrolinea;euryhalinus;NKBG042902;no
GCA_000485815.1;PRJDB1488;SAMD00036772;BAUB00000000.1;;na;;1407650;1407650;Synechococcus sp. NKBG15041c;strain=NKBG15041c;;latest;Contig;Major;Full;2013/10/22;ASM48581v1;Tokyo university of agriculture and technology;GCF_000485815.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/485/815/GCA_000485815.1_ASM48581v1;GCA_000485815.1_ASM48581v1;99.73;;0.28;/home/vini/data/prosyn/./genbank/bacteria/GCA_000485815.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000485815.1_ASM48581v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000485815.1_ASM48581v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000485815.1_ASM48581v1_genomic_prodigal_genes.fna;3.180043;0.4925295035318705;Enugrolinea;sp.;NKBG15041c;no
GCA_002356215.1;PRJDB4740;SAMD00051107;;;na;;1827144;1827144;Synechococcus sp. NIES-970;strain=NIES-970;;latest;Complete Genome;Major;Full;2017/02/08;ASM235621v1;National Institute for Environmental Studies;GCF_002356215.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/356/215/GCA_002356215.1_ASM235621v1;GCA_002356215.1_ASM235621v1;99.46;;0.82;/home/vini/data/prosyn/./genbank/bacteria/GCA_002356215.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002356215.1_ASM235621v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002356215.1_ASM235621v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002356215.1_ASM235621v1_genomic_prodigal_genes.fna;3.123859;0.4942396567834848;Enugrolinea;sp.;NIES-970;no
GCA_900177825.1;PRJEB20275;SAMN06272774;FXWN00000000.1;;na;;1938862;1938862;Synechococcus sp. 7002;strain=7002;;latest;Contig;Major;Full;2017/05/13;IMG-taxon 2708742468 annotated assembly;DOE - JOINT GENOME INSTITUTE;GCF_900177825.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/177/825/GCA_900177825.1_IMG-taxon_2708742468_annotated_assembly;GCA_900177825.1_IMG-taxon_2708742468_annotated_assembly;99.9;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_900177825.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_900177825.1_IMG-taxon_2708742468_annotated_assembly_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_900177825.1_IMG-taxon_2708742468_annotated_assembly_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_900177825.1_IMG-taxon_2708742468_annotated_assembly_genomic_prodigal_genes.fna;3.4344339999999995;0.4916542289064224;Enugrolinea;euryhalinus;PCC_7002;no
GCA_900177365.1;PRJEB20449;SAMN06272755;FXBO00000000.1;;na;;1938863;1938863;Synechococcus sp. OG1;strain=OG1;;latest;Contig;Major;Full;2017/04/21;IMG-taxon 2708742537 annotated assembly;DOE - JOINT GENOME INSTITUTE;GCF_900177365.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/177/365/GCA_900177365.1_IMG-taxon_2708742537_annotated_assembly;GCA_900177365.1_IMG-taxon_2708742537_annotated_assembly;99.73;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_900177365.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_900177365.1_IMG-taxon_2708742537_annotated_assembly_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_900177365.1_IMG-taxon_2708742537_annotated_assembly_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_900177365.1_IMG-taxon_2708742537_annotated_assembly_genomic_prodigal_genes.fna;3.433936;0.4916171996216586;Enugrolinea;euryhalinus;OG1;no
GCA_002721235.1;PRJNA412967;SAMN07733358;PCGE00000000.1;;na;;2042059;2042059;Synechococcus sp. BDU 130192;strain=BDU 130192;;latest;Scaffold;Major;Full;2017/10/25;ASM272123v1;International Centre for Genetic Engineering and Biotechnology, New Delhi, India;GCF_002721235.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/721/235/GCA_002721235.1_ASM272123v1;GCA_002721235.1_ASM272123v1;99.73;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_002721235.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_002721235.1_ASM272123v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_002721235.1_ASM272123v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_002721235.1_ASM272123v1_genomic_prodigal_genes.fna;3.257113;0.4934286897629895;Enugrolinea;euryhalinus;BDU 130192;no
GCA_005577135.1;PRJNA542803;SAMN11638411;;;na;;2579791;2579791;Synechococcus sp. PCC 11901;strain=PCC 11901;;latest;Chromosome;Major;Full;2019/05/22;ASM557713v1;Nanyang Technological University;GCF_005577135.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/577/135/GCA_005577135.1_ASM557713v1;GCA_005577135.1_ASM557713v1;100.0;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_005577135.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_005577135.1_ASM557713v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_005577135.1_ASM557713v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_005577135.1_ASM557713v1_genomic_prodigal_genes.fna;3.471813;0.4918608807559624;Enugrolinea;Euryhalinus;PCC 11901;no
GCA_000155595.1;PRJNA19377;SAMN02436177;ABRV00000000.1;;na;;91464;91464;Synechococcus sp. PCC 7335;strain=PCC 7335;;latest;Scaffold;Major;Full;2008/08/15;ASM15559v1;Gordon and Betty Moore Foundation Microbial Genome Sequencing Project;GCF_000155595.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/595/GCA_000155595.1_ASM15559v1;GCA_000155595.1_ASM15559v1;98.91;;0.68;/home/vini/data/prosyn/./genbank/bacteria/GCA_000155595.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000155595.1_ASM15559v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000155595.1_ASM15559v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000155595.1_ASM15559v1_genomic_prodigal_genes.fna;5.9735580000000015;0.4816030914908669;Coccusdissimilis;mexicanus;PCC 7335;yes
GCA_000332275.1;PRJNA158719;SAMN02261338;ALWC00000000.1;;na;;195250;195250;Synechococcus sp. PCC 7336;strain=PCC 7336;;latest;Chromosome;Major;Full;2013/01/22;ASM33227v1;JGI;GCF_000332275.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/332/275/GCA_000332275.1_ASM33227v1;GCA_000332275.1_ASM33227v1;99.46;;2.04;/home/vini/data/prosyn/./genbank/bacteria/GCA_000332275.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_000332275.1_ASM33227v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_000332275.1_ASM33227v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_000332275.1_ASM33227v1_genomic_prodigal_genes.fna;5.066637;0.5370747894510698;Brevicoccus;berkleyi;PCC 7336;yes
GCA_009498715.1;PRJNA510697;SAMN10613228;;;na;;2283154;32046;Synechococcus elongatus PCC 11802;strain=PCC 11802;;latest;Chromosome;Major;Full;2019/11/04;ASM949871v1;Indo-US Advanced Bioenergy Consortium (IUABC);na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/498/715/GCA_009498715.1_ASM949871v1;GCA_009498715.1_ASM949871v1;99.46;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_009498715.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_009498715.1_ASM949871v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_009498715.1_ASM949871v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_009498715.1_ASM949871v1_genomic_prodigal_genes.fna;2.760484;0.5479303629363547;;;;
GCA_902527915.1;PRJEB33281;SAMEA6070558;CABZQQ000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-896-G19;latest;Contig;Major;Full;2019/10/28;AG-896-G19;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/527/915/GCA_902527915.1_AG-896-G19;GCA_902527915.1_AG-896-G19;29.08;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902527915.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902527915.1_AG-896-G19_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902527915.1_AG-896-G19_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902527915.1_AG-896-G19_genomic_prodigal_genes.fna;0.825942;0.5853377113647206;;;;
GCA_902533725.1;PRJEB33281;SAMEA6070846;CACAMT000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-898-C20;latest;Contig;Major;Full;2019/10/28;AG-898-C20;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/533/725/GCA_902533725.1_AG-898-C20;GCA_902533725.1_AG-898-C20;5.43;;0.27;/home/vini/data/prosyn/./genbank/bacteria/GCA_902533725.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902533725.1_AG-898-C20_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902533725.1_AG-898-C20_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902533725.1_AG-898-C20_genomic_prodigal_genes.fna;0.320662;0.5473551590147882;;;;
GCA_902540675.1;PRJEB33281;SAMEA6068925;CACBOC000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-359-E22;latest;Contig;Major;Full;2019/10/28;AG-359-E22;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/540/675/GCA_902540675.1_AG-359-E22;GCA_902540675.1_AG-359-E22;14.93;;0.09;/home/vini/data/prosyn/./genbank/bacteria/GCA_902540675.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902540675.1_AG-359-E22_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902540675.1_AG-359-E22_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902540675.1_AG-359-E22_genomic_prodigal_genes.fna;0.507076;0.5543626596407639;;;;
GCA_902548805.1;PRJEB33281;SAMEA6071598;CACCSS000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-901-N20;latest;Contig;Major;Full;2019/10/28;AG-901-N20;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/548/805/GCA_902548805.1_AG-901-N20;GCA_902548805.1_AG-901-N20;3.08;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902548805.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902548805.1_AG-901-N20_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902548805.1_AG-901-N20_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902548805.1_AG-901-N20_genomic_prodigal_genes.fna;0.14265999999999998;0.5407402215056778;;;;
GCA_902549675.1;PRJEB33281;SAMEA6071646;CACCWM000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-903-B09;latest;Contig;Major;Full;2019/10/28;AG-903-B09;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/549/675/GCA_902549675.1_AG-903-B09;GCA_902549675.1_AG-903-B09;24.59;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902549675.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902549675.1_AG-903-B09_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902549675.1_AG-903-B09_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902549675.1_AG-903-B09_genomic_prodigal_genes.fna;0.737228;0.5669073882163999;;;;
GCA_902560665.1;PRJEB33281;SAMEA6072196;CACEMU000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-905-O11;latest;Contig;Major;Full;2019/11/05;AG-905-O11;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/560/665/GCA_902560665.1_AG-905-O11;GCA_902560665.1_AG-905-O11;7.79;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902560665.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902560665.1_AG-905-O11_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902560665.1_AG-905-O11_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902560665.1_AG-905-O11_genomic_prodigal_genes.fna;0.340717;0.5545863575929584;;;;
GCA_902575935.1;PRJEB33281;SAMEA6079541;CACGTI000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-426-B22;latest;Contig;Major;Full;2019/11/05;AG-426-B22;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/575/935/GCA_902575935.1_AG-426-B22;GCA_902575935.1_AG-426-B22;7.23;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902575935.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902575935.1_AG-426-B22_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902575935.1_AG-426-B22_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902575935.1_AG-426-B22_genomic_prodigal_genes.fna;0.201704;0.594286677507635;;;;
GCA_902579345.1;PRJEB33281;SAMEA6073200;CACHGM000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-911-L15;latest;Contig;Major;Full;2019/11/05;AG-911-L15;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/579/345/GCA_902579345.1_AG-911-L15;GCA_902579345.1_AG-911-L15;2.58;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902579345.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902579345.1_AG-911-L15_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902579345.1_AG-911-L15_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902579345.1_AG-911-L15_genomic_prodigal_genes.fna;0.20876;0.5204876413105959;;;;
GCA_902582045.1;PRJEB33281;SAMEA6073274;CACHQJ000000000.1;derived from environmental source;na;;154535;154535;uncultured Synechococcus sp.;;AG-912-B07;latest;Contig;Major;Full;2019/11/05;AG-912-B07;WOODS HOLE OCEANOGRAPHIC INSTITUTION;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/582/045/GCA_902582045.1_AG-912-B07;GCA_902582045.1_AG-912-B07;2.17;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_902582045.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_902582045.1_AG-912-B07_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_902582045.1_AG-912-B07_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_902582045.1_AG-912-B07_genomic_prodigal_genes.fna;0.177019;0.5143402685587423;;;;
